accuracy,loss,val_accuracy,val_loss,learning_rate
0.5160714387893677,0.09661006927490234,0.550000011920929,0.08564797788858414,0.0010000000474974513
0.49642857909202576,0.08652392774820328,0.550000011920929,0.07775326818227768,0.0010000000474974513
0.5392857193946838,0.07720206677913666,0.5428571701049805,0.072006456553936,0.0010000000474974513
0.5678571462631226,0.0695074275135994,0.5642856955528259,0.06679534167051315,0.0010000000474974513
0.574999988079071,0.06467604637145996,0.550000011920929,0.06292759627103806,0.0010000000474974513
0.6071428656578064,0.06013544648885727,0.550000011920929,0.059694234281778336,0.0010000000474974513
0.5946428775787354,0.05693225935101509,0.550000011920929,0.05716142803430557,0.0010000000474974513
0.6196428537368774,0.053901322185993195,0.5642856955528259,0.05520555377006531,0.0010000000474974513
0.6339285969734192,0.051489442586898804,0.5714285969734192,0.05310111865401268,0.0010000000474974513
0.6589285731315613,0.04949437454342842,0.5928571224212646,0.05105196312069893,0.0010000000474974513
0.6571428775787354,0.04784192889928818,0.6000000238418579,0.05024132877588272,0.0010000000474974513
0.637499988079071,0.04649164527654648,0.5642856955528259,0.049276962876319885,0.0010000000474974513
0.6553571224212646,0.04531204327940941,0.5785714387893677,0.0481707863509655,0.0010000000474974513
0.6607142686843872,0.044443707913160324,0.6214285492897034,0.04750280827283859,0.0010000000474974513
0.6910714507102966,0.043277230113744736,0.5857142806053162,0.046674344688653946,0.0010000000474974513
0.6910714507102966,0.04268630966544151,0.5857142806053162,0.046376556158065796,0.0010000000474974513
0.6571428775787354,0.0423041395843029,0.5428571701049805,0.04626933112740517,0.0010000000474974513
0.6785714030265808,0.041463471949100494,0.5357142686843872,0.04599309712648392,0.0010000000474974513
0.7071428298950195,0.04142119362950325,0.5714285969734192,0.04509306326508522,0.0010000000474974513
0.6875,0.040688514709472656,0.5571428537368774,0.0452265664935112,0.0010000000474974513
0.6928571462631226,0.03994688019156456,0.5785714387893677,0.045063748955726624,0.0010000000474974513
0.7053571343421936,0.039637234061956406,0.5857142806053162,0.04467049986124039,0.0010000000474974513
0.6892856955528259,0.039347194135189056,0.5714285969734192,0.044640302658081055,0.0010000000474974513
0.7053571343421936,0.03893979638814926,0.5714285969734192,0.04477633908390999,0.0010000000474974513
0.6964285969734192,0.039012085646390915,0.5714285969734192,0.04497353732585907,0.0010000000474974513
0.6875,0.03851154074072838,0.5571428537368774,0.04458877444267273,0.0005000000237487257
0.7196428775787354,0.03804292529821396,0.5785714387893677,0.04455304145812988,0.0005000000237487257
0.7214285731315613,0.03798721358180046,0.5785714387893677,0.04431913420557976,0.0005000000237487257
0.7303571701049805,0.03773223236203194,0.5642856955528259,0.0443028099834919,0.0005000000237487257
0.7178571224212646,0.03776204586029053,0.5785714387893677,0.04417847841978073,0.0005000000237487257
