fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.4928571428571429,0.4915861081274615,38.0,39.0,31.0,32.0
2.0,0.55,0.5494252873563219,41.0,34.0,36.0,29.0
3.0,0.5142857142857142,0.5138888888888888,34.0,32.0,38.0,36.0
4.0,0.5642857142857143,0.5640855494870094,38.0,29.0,41.0,32.0
5.0,0.5,0.5,35.0,35.0,35.0,35.0
3.0,0.5242857142857142,0.5237971667719363,37.2,33.8,36.2,32.8
