fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5285714285714286,0.527027027027027,41.0,37.0,33.0,29.0
2.0,0.5642857142857143,0.5624775859419028,44.0,35.0,35.0,26.0
3.0,0.6,0.599918350683813,43.0,29.0,41.0,27.0
4.0,0.55,0.5494252873563219,36.0,29.0,41.0,34.0
5.0,0.55,0.5415562139404335,48.0,41.0,29.0,22.0
3.0,0.5585714285714285,0.5560808929898997,42.4,34.2,35.8,27.6
