fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.55,0.5497932724210097,37.0,30.0,40.0,33.0
2.0,0.5714285714285714,0.5706399509302802,37.0,27.0,43.0,33.0
3.0,0.5642857142857143,0.5561099849264515,30.0,21.0,49.0,40.0
4.0,0.6071428571428571,0.6069623806850084,44.0,29.0,41.0,26.0
5.0,0.5428571428571428,0.5405128205128205,43.0,37.0,33.0,27.0
3.0,0.5671428571428571,0.564803681895114,38.2,28.8,41.2,31.8
