fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5071428571428571,0.505097597212972,31.0,30.0,40.0,39.0
2.0,0.5714285714285714,0.5713410900183711,41.0,31.0,39.0,29.0
3.0,0.4714285714285714,0.46871794871794875,28.0,32.0,38.0,42.0
4.0,0.6071428571428571,0.6071228123883872,42.0,27.0,43.0,28.0
5.0,0.5571428571428572,0.5556920556920557,43.0,35.0,35.0,27.0
3.0,0.5428571428571429,0.541594300805947,37.0,31.0,39.0,33.0
