fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.55,0.5481325887596701,43.0,36.0,34.0,27.0
2.0,0.5,0.5,35.0,35.0,35.0,35.0
3.0,0.5857142857142857,0.5802315963606286,49.0,37.0,33.0,21.0
4.0,0.6142857142857143,0.6139705882352942,45.0,29.0,41.0,25.0
5.0,0.4785714285714286,0.47790549169859514,31.0,34.0,36.0,39.0
3.0,0.5457142857142857,0.5440480530108376,40.6,34.2,35.8,29.4
