fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5785714285714286,0.5780332056194125,43.0,32.0,38.0,27.0
2.0,0.4857142857142857,0.48307692307692307,29.0,31.0,39.0,41.0
3.0,0.5142857142857142,0.5141865686874872,37.0,35.0,35.0,33.0
4.0,0.6214285714285714,0.6214092555742641,43.0,26.0,44.0,27.0
5.0,0.5214285714285715,0.5202291442892947,40.0,37.0,33.0,30.0
3.0,0.5442857142857143,0.5433870194494764,38.4,32.2,37.8,31.6
