accuracy,loss,val_accuracy,val_loss,learning_rate
0.5303571224212646,0.1041484922170639,0.5214285850524902,0.09628745168447495,0.0010000000474974513
0.5482142567634583,0.08582048118114471,0.5428571701049805,0.08302303403615952,0.0010000000474974513
0.5482142567634583,0.07663746178150177,0.5214285850524902,0.07458686083555222,0.0010000000474974513
0.5696428418159485,0.07019446045160294,0.5428571701049805,0.07082609832286835,0.0010000000474974513
0.5642856955528259,0.06527113914489746,0.5357142686843872,0.06662837415933609,0.0010000000474974513
0.5928571224212646,0.06108037382364273,0.5142857432365417,0.06251642853021622,0.0010000000474974513
0.6071428656578064,0.05742109194397926,0.5642856955528259,0.06064901500940323,0.0010000000474974513
0.6196428537368774,0.05453542619943619,0.5071428418159485,0.05733628198504448,0.0010000000474974513
0.6178571581840515,0.05228779464960098,0.5714285969734192,0.056007400155067444,0.0010000000474974513
0.6499999761581421,0.05007356405258179,0.5,0.053848475217819214,0.0010000000474974513
0.6339285969734192,0.048766590654850006,0.48571428656578064,0.05283087119460106,0.0010000000474974513
0.6410714387893677,0.046908073127269745,0.5714285969734192,0.052440255880355835,0.0010000000474974513
0.6392857432365417,0.045722417533397675,0.5142857432365417,0.051222141832113266,0.0010000000474974513
0.6464285850524902,0.0447375625371933,0.5,0.05158113315701485,0.0010000000474974513
0.6303571462631226,0.044690873473882675,0.5571428537368774,0.05223071947693825,0.0010000000474974513
0.6482142806053162,0.04297624155879021,0.5214285850524902,0.050532277673482895,0.0010000000474974513
0.6678571701049805,0.04208050295710564,0.5214285850524902,0.0505962111055851,0.0010000000474974513
0.6696428656578064,0.04150459170341492,0.550000011920929,0.05062977224588394,0.0010000000474974513
0.6696428656578064,0.04104658588767052,0.5142857432365417,0.050079263746738434,0.0010000000474974513
0.6678571701049805,0.040574949234724045,0.5285714268684387,0.050197701901197433,0.0010000000474974513
0.6696428656578064,0.0400669127702713,0.550000011920929,0.05001932382583618,0.0010000000474974513
0.6803571581840515,0.03966844081878662,0.5214285850524902,0.04935265704989433,0.0010000000474974513
0.6839285492897034,0.03909136727452278,0.5428571701049805,0.05064110457897186,0.0010000000474974513
0.6910714507102966,0.03875681385397911,0.5428571701049805,0.05050573870539665,0.0010000000474974513
0.6910714507102966,0.03851767256855965,0.550000011920929,0.05000916123390198,0.0010000000474974513
0.7160714268684387,0.03791041299700737,0.5142857432365417,0.05075707659125328,0.0005000000237487257
0.6964285969734192,0.03769282251596451,0.5571428537368774,0.05050484836101532,0.0005000000237487257
