fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.55,0.5396419437340154,28.0,21.0,49.0,42.0
2.0,0.5357142857142857,0.5345506623702112,34.0,29.0,41.0,36.0
3.0,0.5428571428571428,0.5427638293529292,39.0,33.0,37.0,31.0
4.0,0.5357142857142857,0.5356905964590031,37.0,32.0,38.0,33.0
5.0,0.5357142857142857,0.53550099535501,39.0,34.0,36.0,31.0
3.0,0.5399999999999999,0.5376296054542337,35.4,29.8,40.2,34.6
