fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5571428571428572,0.5512820512820513,47.0,39.0,31.0,23.0
2.0,0.4928571428571429,0.4928312669013725,34.0,35.0,35.0,36.0
3.0,0.5571428571428572,0.5526695526695526,46.0,38.0,32.0,24.0
4.0,0.5571428571428572,0.5570524596856501,38.0,30.0,40.0,32.0
5.0,0.5714285714285714,0.5706399509302802,43.0,33.0,37.0,27.0
3.0,0.5471428571428572,0.5448950562937813,41.6,35.0,35.0,28.4
