fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5357142857142857,0.5356905964590031,38.0,33.0,37.0,32.0
2.0,0.4857142857142857,0.4819078947368421,28.0,30.0,40.0,42.0
3.0,0.5357142857142857,0.5270024429544156,47.0,42.0,28.0,23.0
4.0,0.5928571428571429,0.5928363692025103,42.0,29.0,41.0,28.0
5.0,0.5928571428571429,0.5903280455875558,47.0,34.0,36.0,23.0
3.0,0.5485714285714286,0.5455530697880653,40.4,33.6,36.4,29.6
