fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5285714285714286,0.5277039460233082,34.0,30.0,40.0,36.0
2.0,0.5357142857142857,0.5316761875353816,31.0,26.0,44.0,39.0
3.0,0.5571428571428572,0.5570524596856501,40.0,32.0,38.0,30.0
4.0,0.5285714285714286,0.5206474372276406,28.0,24.0,46.0,42.0
5.0,0.5,0.4949494949494949,42.0,42.0,28.0,28.0
3.0,0.53,0.5264059050842951,35.0,30.8,39.2,35.0
