accuracy,loss,val_accuracy,val_loss,learning_rate
0.4803571403026581,0.09991970658302307,0.5357142686843872,0.08473873138427734,0.0010000000474974513
0.5428571701049805,0.08337409049272537,0.5571428537368774,0.07894150912761688,0.0010000000474974513
0.574999988079071,0.07578446716070175,0.5785714387893677,0.07363402843475342,0.0010000000474974513
0.6017857193946838,0.0699777901172638,0.5428571701049805,0.0690997838973999,0.0010000000474974513
0.5785714387893677,0.06616342067718506,0.550000011920929,0.06468092650175095,0.0010000000474974513
0.6053571701049805,0.06142048165202141,0.5142857432365417,0.06269310414791107,0.0010000000474974513
0.6392857432365417,0.05802692845463753,0.5714285969734192,0.05917888879776001,0.0010000000474974513
0.6303571462631226,0.055275555700063705,0.5357142686843872,0.057079166173934937,0.0010000000474974513
0.6410714387893677,0.05264014005661011,0.550000011920929,0.055495522916316986,0.0010000000474974513
0.6535714268684387,0.05043582245707512,0.5142857432365417,0.05421468988060951,0.0010000000474974513
0.6642857193946838,0.0492655374109745,0.5428571701049805,0.05292025953531265,0.0010000000474974513
0.6732142567634583,0.047490812838077545,0.5214285850524902,0.05171720311045647,0.0010000000474974513
0.6803571581840515,0.046214934438467026,0.5357142686843872,0.0511821024119854,0.0010000000474974513
0.6803571581840515,0.04515819624066353,0.4928571283817291,0.05054548382759094,0.0010000000474974513
0.6767857074737549,0.04447243735194206,0.5,0.05037888139486313,0.0010000000474974513
0.675000011920929,0.04387989640235901,0.5285714268684387,0.05049358308315277,0.0010000000474974513
0.6660714149475098,0.04344206675887108,0.5285714268684387,0.048654090613126755,0.0010000000474974513
0.6928571462631226,0.04231258109211922,0.47857141494750977,0.049216378480196,0.0010000000474974513
0.6857143044471741,0.041720252484083176,0.5142857432365417,0.0491592139005661,0.0010000000474974513
0.6946428418159485,0.04111260175704956,0.5071428418159485,0.04832319915294647,0.0010000000474974513
0.6964285969734192,0.0406247153878212,0.48571428656578064,0.04821664094924927,0.0010000000474974513
0.7214285731315613,0.03999314829707146,0.5142857432365417,0.04890591651201248,0.0010000000474974513
0.6892856955528259,0.03971097990870476,0.48571428656578064,0.047769997268915176,0.0010000000474974513
0.6785714030265808,0.03965320810675621,0.48571428656578064,0.048164427280426025,0.0010000000474974513
0.6785714030265808,0.03897872939705849,0.4928571283817291,0.04808435216546059,0.0010000000474974513
0.7017857432365417,0.03844444453716278,0.48571428656578064,0.04792555421590805,0.0010000000474974513
0.7124999761581421,0.038154907524585724,0.4714285731315613,0.04820948466658592,0.0005000000237487257
0.7232142686843872,0.03781912848353386,0.5,0.04820161312818527,0.0005000000237487257
