fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5428571428571428,0.5428571428571428,38.0,32.0,38.0,32.0
2.0,0.5285714285714286,0.5284751990202081,36.0,32.0,38.0,34.0
3.0,0.5,0.49743589743589745,30.0,30.0,40.0,40.0
4.0,0.5928571428571429,0.5911675803063682,37.0,24.0,46.0,33.0
5.0,0.55,0.5497932724210097,37.0,30.0,40.0,33.0
3.0,0.5428571428571429,0.5419458184081252,35.6,29.6,40.4,34.4
