fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5642857142857143,0.5642634828307567,40.0,31.0,39.0,30.0
2.0,0.5785714285714286,0.5780332056194125,38.0,27.0,43.0,32.0
3.0,0.5,0.4990799427519934,38.0,38.0,32.0,32.0
4.0,0.6071428571428571,0.6069623806850084,41.0,26.0,44.0,29.0
5.0,0.5714285714285714,0.571078431372549,42.0,32.0,38.0,28.0
3.0,0.5642857142857143,0.563883488651944,39.8,30.8,39.2,30.2
