fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5357142857142857,0.5345506623702112,34.0,29.0,41.0,36.0
2.0,0.5142857142857142,0.5126945126945127,40.0,38.0,32.0,30.0
3.0,0.5071428571428571,0.5071177100872493,36.0,35.0,35.0,34.0
4.0,0.6,0.5986895986895987,46.0,32.0,38.0,24.0
5.0,0.5214285714285715,0.5212087182890103,35.0,32.0,38.0,35.0
3.0,0.5357142857142857,0.5348522404261165,38.2,33.2,36.8,31.8
