fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5571428571428572,0.5548717948717949,34.0,26.0,44.0,36.0
2.0,0.5714285714285714,0.5605775266792217,29.0,19.0,51.0,41.0
3.0,0.55,0.5488721804511278,42.0,35.0,35.0,28.0
4.0,0.5928571428571429,0.5881290322580646,49.0,36.0,34.0,21.0
5.0,0.5571428571428572,0.5459301109018623,50.0,42.0,28.0,20.0
3.0,0.5657142857142856,0.5596761290324143,40.8,31.6,38.4,29.2
