fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.5714285714285714,0.5706399509302802,37.0,27.0,43.0,33.0
2.0,0.5357142857142857,0.5351213282247764,35.0,30.0,40.0,35.0
3.0,0.55,0.5488721804511278,42.0,35.0,35.0,28.0
4.0,0.5714285714285714,0.571078431372549,38.0,28.0,42.0,32.0
5.0,0.55,0.5499770396448799,39.0,32.0,38.0,31.0
3.0,0.5557142857142857,0.5551377861247226,38.2,30.4,39.6,31.8
