fold,accuracy,f1_macro,tp,fp,tn,fn
1.0,0.55,0.5497932724210097,37.0,30.0,40.0,33.0
2.0,0.6142857142857143,0.614206981016534,44.0,28.0,42.0,26.0
3.0,0.4857142857142857,0.48307692307692307,29.0,31.0,39.0,41.0
4.0,0.5642857142857143,0.5642634828307567,39.0,30.0,40.0,31.0
5.0,0.55,0.5351778656126482,51.0,44.0,26.0,19.0
3.0,0.5528571428571428,0.5493037049915743,40.0,32.6,37.4,30.0
